Title,Review_Date,Author,Rating,Review_Title,Review,Review_Url
White Gold,26 May 2017,peterrichboy,8," Very funny piece of eighties nostalgia
","You know your getting old when they start making shows from an era you grew up in. As you watch it you start to point out the cars, clothes, music and haircuts the 80's really were the time that fashion forgot. The makers of the show have nailed that period in time superbly, and the script by Inbetweeners creator Damon Beesley is equally good. Anyone who lived through that period would have come across the lead character Vince Swan played by the impressive Ed Weswick. In the case of White Gold we have double glazing salesman all pushing for that big end of month bonus. But it could just as easily been Estate Agents Car Salesmen the 80s were all about excess and earning as much money as you could and that's really the premise of the show in a nutshell. There are natural comparisons to the Inbetweeners as Joe Thomas and James Buckley play pretty much play the same characters Jay and Simon in this show, nothing wrong with that the Inbetweeners was one the funniest sitcoms of recent years. And whilst White Gold may not reach those dizzy heights it's not far behind.",/review/rw3799969/?ref_=tt_urv
White Gold,27 May 2017,khunkrumark,9," Alfie... in the eighties!
","Damon Beesley is primarily a TV producer but when he does write, it's gold... and in this case - White Gold! The brains behind 'The Inbetweeners' hits the mark again with this comedy-drama (emphasis on comedy) about the lives of three Essex double-glazing salesmen.",/review/rw3799969/?ref_=tt_urv
White Gold,27 May 2021,leidilat,10," PLEASE NETFLIX... PICK UP WHERE THIS BRILLIANT SHOW LEFT OFF!!!
","This is a one of a kind show that should NOT be canceled. The actors, witty scripts and awesome 80s tunes were a winning recipe if I ever saw one.",/review/rw3799969/?ref_=tt_urv
White Gold,23 June 2017,glennhyde,10," What a Cracker
","This series was outrageously enjoyable. It made even the best telly drama and comedy look insipid – think of Only Fools and Horses with realism, Men Behaving Badly with pathos, Sherlock with engaging vulgarity and Bluestone 42 you couldn't add to that because it was similarly uncompromising. All the cast were terrific but it was Ed Westwick's take on Vincent, the leading character, which did the heavy-lifting. The usual compliments for a good performance aren't sufficient – 'electrifying and totally committed' get nowhere near - all art is artifice so how about, 'So real you could smell the b.o. breaking through the cheap deodorant. I loved the way he did asides to the audience and, once again (like Alfie, Flashman, Richard lll) was seduced by an appalling character's honesty in his villainy. However, as most of the other cast were almost as atrocious, and no one died, it was all utterly compelling. Sad, funny, serious and disgusting – it was brilliant and strictly for adults.",/review/rw3799969/?ref_=tt_urv
White Gold,28 August 2017,NJLinfo,9," BRILLIANT move by Netflix
",Lets see more of these UK shows on Netflix. There's a huge expat market in the USA and we miss the type of telly we know and love from the UK.,/review/rw3799969/?ref_=tt_urv
White Gold,3 September 2018,DagRos,8," Enjoyable eighties nostalgia comedy
","This is an enjoyable easy watch with many laughs, sometimes vulgar under the belt. A little trashy and filled with eighties nostalgia. There is no refinement, subtleties or finesse. Just raw spot on cynical comedy without political correctness. Be warned.",/review/rw3799969/?ref_=tt_urv
White Gold,18 March 2020,gibbs-18172,7," 2 series is probably a good fit
","Yeah its original (ish)
Sometimes its like watching Jay from the inbetweeners with a tash and a job and simon with the same problems and a job.",/review/rw3799969/?ref_=tt_urv
White Gold,14 August 2020,PennyReviews,6," Good Enough
","White Gold is a series that uses twists and the historical setting pretty well. If you enjoy British comedy, especially, you'll probably like it. However, it does get a bit too much and hard to believe after a while. The performances were good though and the soundtrack spot on.",/review/rw3799969/?ref_=tt_urv
White Gold,21 May 2019,bshaef,9," Yea BBC/NetFLix
","Loved it. Laughing out loud S1 Ep1 and laughing harder ins S2 Ep6. The chemistry between the three salesmen and the wives and the other women was perfect. Maybe I liked it so much because we don't have anything remotely as funny in America. I wish there were many more episodes to come. I also think America should introduce the word ""wanker"" into the American language. I can think of so many people I could use that word on. The best episode was S2 E1 especially when the two salesman were making fun of Walshy's sales efforts on behalf of w.windows. I laughed so hard, I dribbled tea out of my mouth and down the front of my shirt. Thank you BBC/Netflix.",/review/rw3799969/?ref_=tt_urv
White Gold,20 March 2020,napchier,7," Season 1 is great, season 2 falls a bit flat.
","I really liked Season 1, great set up, however it really did seem to drop the ball in season 2. Season 2 wasn't terrible, but as far as writing goes seemed quite lazy. It looks great, something that can be said for both season's, and has a very strong 80's feel to it - clothing and all that really well done. With a shift to the aspect ratio I might even have believed it could have been made in the 80s.",/review/rw3799969/?ref_=tt_urv
White Gold,22 August 2017,AudioFileZ,7," Low Brow Brit Humor With A Nod And A Wink...And Some Great 80's Tunes
",White Gold...it's a mash-up as I see it. A kind of combination of several shows It brings to mind some prime indignant ingredients of Jason Priestley's off-kilter Call Me Fitz series combined with a bit of Trailer Park Boys brain-dead haze. Ha! Maybe The Brits and The Cannucks are still conjoined somehow? This is nuts and the cast plays it to perfection. Then there's the huge nod and the wink. The Jude Law-ish cool cat who narrates and gives constant monologues to the the camera/viewer. His off-the-charts narrating drives the comedy into the sublime depraved idiot level. How these people dress themselves is a small wonder. They're clueless save for a penchant for keeping on day after day - somehow achieving more bad behavior. This is irreverent funny stuff as The Brits do so well. No need for spit and polish here...it's a fairly light-heart-ed debauchery fest plumbing the depths while hovering above rock bottom.,/review/rw3799969/?ref_=tt_urv
White Gold,29 August 2019,ozmickeyjake,10," Wolf Of Wall Street meets Only Fools & Horses
",What else can I say? It's the perfect marriage of Only Fools & Horses with Wolf Of Wall Street.,/review/rw3799969/?ref_=tt_urv
White Gold,26 August 2017,bpilgrim-46229,8," Loved it !
","This TV series, which just premiered on Netflix, is basically a chance to see Ed Westwick play the part of Chuck Bass again. If you loved the arrogant asshole that Chuck Bass was in Gossip Girl, you'll definitely love Vincent Swan. The cast in this show is absolutely great. Ed Westwick, James Buckley and Joe Thomas are an incredibly funny trio that you will for sure grow fond of over the episodes. If you've ever worked or been in contact with sales, you'll definitely relate to the characters and the situations that they find themselves in. It is a great example of a smart comedy. What I think makes the series so funny and interesting is the fact that the main character, Vincent, talks a lot to the audience, becoming also some sort of narrator. The soundtrack is also great, featuring a lot of amazing songs from the 70's and 80's , such as Another One Bites the Dust, by Queen. However, something that I've wondered is : How will the writers continue the series without making it boring, since, well, a salesman's life can be interesting only to an extent. There's one thing that,to me, isn't much of a problem, but I can understand why some people have complained about it is that, even if you are a fluent English speaker, but don't understand very well people that speak with a heavy Essex accent, you'll definitely have trouble understanding everything they say, which means you'll have to pay a great deal of attention to what's being said.",/review/rw3799969/?ref_=tt_urv
White Gold,27 May 2017,blabbywhale,8," A good series, but as good as I would have hoped!
","Overall, a very good series to watch on a rainy day but not one to stay up for!",/review/rw3799969/?ref_=tt_urv
White Gold,6 March 2020,robhingston,10," so good I had to see it all again
","Great show a must see with a real 80s vibe, Ed WestWick is outstanding,
Winning is everything!",/review/rw3799969/?ref_=tt_urv
White Gold,31 December 2017,majormadmax,6," OK, But Not Great (And No Inbetweeners!)
","The comparison with 'Alfie' was pretty accurate, Vince Swan (played by Ed Weswick) breaks the fourth wall continuously to keep the plot movie. It provides some of the character's insights, but it can be distracting as it is hard to feel any compassion for Swan who is pretty much a self-centered jerk to his wife and coworkers.",/review/rw3799969/?ref_=tt_urv
White Gold,10 February 2019,email-1044,10," Retro like Stranger Things, Funny like Inbetweeners
","Ok, so it's easy to compare something to The Inbetweeners, especially when it stars two of their cast (Joe Thomas and James Buckley), but the humour is pretty much the same in many parts. It's almost like we're watching Jay and Simon live out their lives in the 80s after finding a time machine and getting stuck back there.
The attention to historical detail is brilliant, and the soundtrack is awesome if you love the 80s vibe. If you were a child of the 80s, you will definitely spot the little added bits of detail - Look In magazine, Little Chef, various logos, cars, technology of the time - the set designers have worked hard on this. Overall, don't take this too seriously, it's good, solid, British comedy at its dirtiest, and it's here to make you laugh. Roll on Season 2, which is currently filming!",/review/rw3799969/?ref_=tt_urv
White Gold,17 September 2017,graysonschmidt,9," everything I want in a comedy series
","white gold is the perfect name for this series, because gold it is. the main male character is phenomenal (my first time seeing him in anything) and the other two guys I already loved from the inbetweeners. I'm a VERY harsh critic when it comes to comedies, the only ones I've ever loved are the office (UK and US), extras, curb your enthusiasm, seinfeld, inbetweeners, always sunny is OK, arrested development OK...point being that I don't love a lot of shows that are supposed to be funny because usually (to me) they aren't. This is brilliant, a must see. every joke works and every character is excellent. Can't wait to see more, 6 eps is surely not enough.",/review/rw3799969/?ref_=tt_urv
White Gold,20 August 2017,HighclassCheapskate,8," Who knew 'windas' could be so entertaining?
","My partner and I were looking for something to watch on Netflix last Friday night and came across White Gold and decided to give it a go. So glad we did! Funny and entertaining, this is a perfect show to binge watch on a Friday night (or any night really) - episodes are short and sweet (although why only 6? could have done with a couple more!), and there are some laugh out loud moments.",/review/rw3799969/?ref_=tt_urv
White Gold,18 August 2017,irishdancergrl,8," So good!
","I was a huge fan of 'The Inbetweeners' (definitely go watch that if you enjoyed White Gold) so I was pleasantly surprised to see this show on Netflix when I logged in today. Very funny, very entertaining, and if you enjoy British and sarcastic humor you will enjoy this show. I told my friends my recommendation to them that it had a bit of ""the big short"" mixed in.",/review/rw3799969/?ref_=tt_urv
White Gold,27 March 2020,rbaylis,8," It is good but praise BBC and production company rather than Netfkux
","I agree with the comments on here regarding the performances and, as an ex Chelmsford resident, it was great to see so many recognisable locations around the county. But I'm amazed that so many people heap praise on Netflix when all they did is Puck it up later for streaming when all the hard work and original transmission had been done by the production company and the BBC. But I guess that's what you get when Netflix slap the 'Netflix Original' name on content they didn't actually originate. It's sharp, but still deceitful marketing.",/review/rw3799969/?ref_=tt_urv
White Gold,12 September 2017,adam111111,8," Raunchy, weirdly endearing humor.
","I binged this over the course of a long lazy night, and it was a lot of fun. Window sales in Essex, with the deft hand and raunchy mouth of ""White Gold"", is transformed into the background for a hilarious, if often cringeworthy series.",/review/rw3799969/?ref_=tt_urv
White Gold,22 May 2020,jeyaj078,," EXCELLENT STORY TELLING.
","The writers of the show have written these episodes in ways that make you hate/like the protagonist but, enjoy seeing his world crumble as an act of Karma whilst listening to his whitty remarks he says about situations he gets into. I can imagine this not being everybodies cup of tea but don't turn away without watching one episode as the protagonist himself indirectly tells you that you will hate him.",/review/rw3799969/?ref_=tt_urv
White Gold,3 February 2019,daveramsey-63980,8," Nostalgic fun
","Im from the era, great music, brings back memories, fun comedy, a nice touch talking to the camera, light hearted gold, all actors are spot on, does what it says on the double glaring time.... Comedy gold",/review/rw3799969/?ref_=tt_urv
White Gold,7 September 2017,inusuki-vs,8," Loved it so much!
",Happy to see the guys from Inbetweeners again just being their funny selves! Ed Westwick was amazing and had great chemistry with the crew too. Loved all the visuals and soundtrack. The costumes and production design were great! It was an awesome piece of 80s sleazy salesman depravity but a lot more fun and hilarious than a show like Mad Men. Highly recommend! Thanks for making a great show!,/review/rw3799969/?ref_=tt_urv
Allelujah,18 March 2023,dorothybishop-12911,5," Excellent acting but flaky plot
","On the positive side, the acting was great. I particularly liked Jennifer Saunders' portrayal of a dedicated, no-nonsense ward sister, and David Bradley's retired miner. The underlying message of the threat to the NHS by those that don't understand its core values is an important one. But this film was not the way to make that point.",/review/rw8970965/?ref_=tt_urv
Allelujah,7 March 2023,gazmar62,7," Dying to help the NHS ?
",Maybe TIFF wasn't the best place to launch this very British film based on a play ?,/review/rw8970965/?ref_=tt_urv
Allelujah,31 March 2023,robdrummond,7," Heartwarming but dark film
",As is often the case - I simply dont understand the low-scores by Imdb contributors. A score starting with a 5 on here is completely unjustified.,/review/rw8970965/?ref_=tt_urv
Allelujah,26 March 2023,CinemaSerf,7," Allelujah
","When a small geriatric hospital in Northern England is threatened with closure, the staff and patients rally together to try and save it. There might be a glimmer of hope with this task as the government consultant tasked with the final evaluation - ""Colin"" (Russell Tovey) has his estranged father "" Joe"" (David Bradley) in that self same facility. The place is run under the benignly imperious hand of ""Sister Gilpin"" (Jennifer Saunders) with Bally Gill's ""Dr. Valentine"" tending to their clinical needs. As you'd expect with Alan Bennett, this comes at you from the left of the political spectrum, and highlights what he sees as the short-termism of fiscally based decision making. To that end, Sir Richard Eyre has assembled a strong cast of formidable character actors to portray the patients. Most notable amongst them, for me, was Julia McKenzie and Bradley is also on great form as the curmudgeonly old gent coming to terms with his predicament and his successful, gay, son. There is plenty of dry humour, observational sarcasm to the fore and Saunders and Gill have quite a nice chemistry between them as they both strive to care for their elderly charges. I can't say that I loved the ending. It is thought provoking, but somehow seemed just a little over-dramatic and unnecessary. That said, though, the ensemble cast reminded me very much ""Quartet"" (2012) with strong leading characters and familiar faces at every turn helping to highlight the serious (and lighter) issues of the ageing process for both the older folks and for those charged with keeping them well. Not sure it really needs a cinema to enjoy, but it's still well worth ninety minutes.",/review/rw8970965/?ref_=tt_urv
Allelujah,23 March 2023,Lomax343,9," Touching, Affecting and Twisty
","There are some plot twists you can see coming a mile off. There are many films where you know a twist is coming, even if you don't know what it'll be. Allelujah is a film where you don't realise there's going to be a twist t all, never mind one so vicious.",/review/rw8970965/?ref_=tt_urv
Allelujah,21 March 2023,FlashCallahan,7," Drink it all up.....
","When the geriatric ward in a small Yorkshire hospital is threatened with closure, it fights back by galvanizing the local community.",/review/rw8970965/?ref_=tt_urv
Allelujah,7 April 2023,jboothmillard,4," Allelujah
","I had seen the colourful poster and the trailer for this film a few times before its release, the cast of great British talents was obviously what caught my eye, I had heard mixed things about it, but I still went to see it at the cinema, based on the play by Alan Bennett, directed by Richard Eyre (Iris, Stage Beauty, Notes on a Scandal, The Children Act). Basically, the Bethlehem hospital, nicknamed ""the Beth"" by locals, staff, and residents, is a small geriatric hospital in the city of Wakefield, West Yorkshire. It is threatened with closure due to funding cuts to the NHS. Among the staff working at the hospital is Indian student Dr. Valinder Singh Vashish, known simply and affectionately as Dr. Valentine (Bally Gill), and it is easier to pronounce. Head nurse Sister Alma Gilpin (Jennifer Saunders) is cynical, and world-weary, she is to be honoured for her services to the Beth with a concert and the presentation of a medal. A filming crew from local television programme Pennine People have been invited to the hospital to document their work and the efforts to save it from closure. During the filming, they interview the Chairman of the Board, Mr. Salter (Vincent Franklin), and some of the residents. The residents include poetry-loving grammar-obsessed retired teacher Ambrose (Derek Jacobi), quiet incontinent patient Molly Earnshaw (Eileen Davies) who bangs a tray whenever she needs the toilet, and shy but observant former librarian Mary (Judi Dench) who is reluctant to be on camera but is given a tablet to record day-to-day events in the ward. Meanwhile, Colin Colman (Russell Tovey), a consultant to the Health Secretary who had advised the closure, arrives at the Beth to visit his elderly father Joe (David Bradley), and assess the hospital. In the morning, patient Molly is found dead; she was initially looked after by Valentine but tended to by Alma the following night. The Beth is threatened with legal action by Molly's daughter (Lorraine Ashbourne) and son-in-law (Detectorists' Gerard Horan), who were due to inherit her home only three months later. During this time, work experience student Andy (Louis Ashbourne Serkis, Andy's son) assists staff at the hospital, and Colin reconnects with his estranged father. Realising the Beth's importance to both his father and the local community, Colin returns to London. Although he passionately defends the hospital in a meeting, he storms out his pleas are ignored by his colleagues. That night, Andy cannot prevent Joe from soiling himself in his bed. He is tended to by Alma, who makes a reference to him being on ""the list"". Joe is afraid following this comment and calls Colin to confide in him. The next morning, Andy arrives at the Beth and finds Joe dead in his bed. Alma is due to receive her honour at the ceremony later that day. Before it starts, Mary privately shows Valentine a video she took of Alma tending to Molly. Valentine deduces that Alma has been poisoning the frailest patients of the hospital with morphine mixed into cups of warm milk. The Chairman of the Board is alerted of this during the ceremony. Alma is jailed for life, and the Beth is closed, with its residents being moved to various other facilities. Later, Valentine is shown working in an intensive care unit at the start of the COVID-19 pandemic. One day, he encounters Ambrose, who holds his hand in his last moments before he dies. An angry Valentine leaves the hospital and breaks the fourth wall with a heartfelt monologue defending the NHS. Also starring Jessica Baglow as Dr. Jess, Julia McKenzie as Patient, and Marlene Sidaway as Lucille. Saunders is relatively interesting as the no-nonsense head nurse, Gill is alright as the selfless doctor, Bradley makes an impression as the ailing father, Jacobi gets some chuckles with his one-liners, and Dench is underused as the wallflower patient who knows more than you know. The first hour or so of the film is nice and simple, with likeable characters played by an impressive cast, some amusing bits in the script, and a good shout out to the brilliant medical care and work of the NHS. But then it all falls apart with the ""twist"" in the subplot near the end, the unacceptable and weird tonal shift involving the killing of patients by a nurse just doesn't work. If it wasn't for this misjudged and inappropriate mistake, then the film might have been worthwhile, most of it before that is absolutely fine, but I was disappointed; as an overall film, it's a relatively reasonable only just watchable drama. Okay!",/review/rw8970965/?ref_=tt_urv
Allelujah,23 March 2023,davidgee,7," A comedy about death and dementia?
","This is a bleak drama, intermittently comic, set in the geriatric ward of an old hospital in Yorkshire which looks and feels like the one where I had my appendix removed in the 1950s.",/review/rw8970965/?ref_=tt_urv
Allelujah,19 March 2023,lizzyjhealey,4," Surprise genre change
","The majority of the film was as to be expected from the promotional material. A tough but caring nurse who is soon to be honoured for her service, and a hardworking doctor treating the eclectic elderly patients as they campaign for the hospital not to be closed. The son of one of these very patients is part of the government body trying to close the hospital down. As he spends time with his ailing father, he starts to realise that there is more to this small hospital than meets the eye.",/review/rw8970965/?ref_=tt_urv
Allelujah,23 March 2023,stephanieruthwilson,10," A beautiful film that frightened me to death.
","Being UK based and over 60 years old I found this film a little to close to home and therefore so very powerful. It was funny, beautiful and so very sad. It was Alan Bennett all over. Everything was very small and beautifully presented. There was not an ounce of energy wasted, it was all perfectly placed. All the main characters had a tiny vignette which gave them enough of a back story to make them real people. The doctor was from a society that holds dear it's elderly and silently struggles to understand why his patients aren't held in the same high esteem. The film ends with the Doctors monolog praising the people of the NHS and so it should. A political piece, probably but more a piece about our attitudes to the elderly.",/review/rw8970965/?ref_=tt_urv
Allelujah,28 March 2023,chris_rowe-881-168820,2," A rare misstep and too late.
","I'd say this film may have had more impact closer to the pandemic but it was somewhat interesting in parts, my favourite films are the quintessential British movies full of charm, humour and familiarity.",/review/rw8970965/?ref_=tt_urv
Allelujah,16 September 2022,plupu66,2," Amateurish in more than one way
","I saw this film at the Toronto International Film Festival. I chose it because it was after a British play and I generally have a good opinion of British playwrights. Was I ever wrong! This film should not have made the cut for a TV tear-jerker, let alone an International Film Festival.",/review/rw8970965/?ref_=tt_urv
Allelujah,20 March 2023,joecozby,4," Just a bit...pants
","The film was mediocre at best. A campaign to save the local old people's hospital, a Tory management consultant insisting it wasn't financially sound to do so, patients needing care, quirky volunteers and so on.",/review/rw8970965/?ref_=tt_urv
Allelujah,22 March 2023,aj_adams-79496,1," Possibly in my top 5 worst films!
","Amateur writing, implausible scenes, not funny, very boring, so ridiculous I wanted to shout at the screen in the cinema, annoying dark lighting - dramatic effect?? It was not funny, interesting, dramatic, it was pointless, whoever made this film needs to find another job! Credit to the actors but what were they thinking after reading that script!! What was the message about the NHS? Def not good!! An insult to hospitals and real NHS staff. And the weird rant at the end - I give up! I asked for my money back and sadly wasted £12, I would rather have lit the fire with my money. What has happened to the film industry!!!!",/review/rw8970965/?ref_=tt_urv
Allelujah,30 March 2023,Padreviews,10," Valentines story : beds have no boundaries ; love has no charge
","Wow , blown away by this perfect british drama .",/review/rw8970965/?ref_=tt_urv
Allelujah,6 April 2023,tm-sheehan,9," Alan Bennett at his best - Superb casting
","My Review- Allelujah (2022)
In Cinemas now
My Rating. 9/10",/review/rw8970965/?ref_=tt_urv
Allelujah,17 April 2023,wheatley-20230,4," Disappointing
",Within the elderly care sector there must be so many moving stories to be told that it is dumbfounding that this film failed to find one of them.,/review/rw8970965/?ref_=tt_urv
Allelujah,2 April 2023,paulgwilliams,1," Rubbish
","Having read that the film Allelujah was about a small Yorkshire hospital and was a tribute to the health service in the face of Covid, I went to see it with eager anticipation. What a shock to sit through one of the worst films I've ever seen! The tribute to the health service lasted all of two minutes at the very end of the film. From the beginning the film presented a caricature of hospital care, of older patients, of staff, of family members and even of the Department of Health. The plot was either sickly or ludicrous. A complete waste of an afternoon! Why on earth a collection of well-known skilled British actors ageed to take part in such rubbish is a complete mystery.",/review/rw8970965/?ref_=tt_urv
Allelujah,21 March 2023,tinaspain-32762,3," Dissapointing
","This film was not what expected and as advertised, the adverts look fun and colourful, although a very poignant subject.",/review/rw8970965/?ref_=tt_urv
Allelujah,23 March 2023,cliverfoskett,1," A film spoilt by Government propaganda.
",Interesting to note that HM Government featured in the credits for the making of this film!,/review/rw8970965/?ref_=tt_urv
Allelujah,17 June 2023,steveedmunds240,1," Boring
","A film that was neither funny or sad
For all the great actors involved the acting or script was terrible
Nothing like a hospital or a care home
It was filmed at heatherwood hospital which is now a pile of rubble,where I think this film will end
How the supposedly elite actors could actually read that script I shall never know
Watch at your peril.",/review/rw8970965/?ref_=tt_urv
Allelujah,22 March 2023,anna-fergusson,8," Likeable characters but strange ending
","I went to see this film with my mum and a friend. We had high hopes for this film as it has a stellar cast in the form of Judi Dench, Derek Jacobi, Julia Mackenzie and Jennifer Saunders. The film started off well with several funny episodes and there was a poignant story of an ex coal miner who was on the verge of dying. The film was basically about an NHS hospice on the verge of closure and the pressures that end of care nurses face with lack of beds etc The main storyline was the fact that the hospital commissioned a documentary to be made by a TV company about one of the main characters as played by Jennifer Saunders. Suffice it to say that the film has a macabre twist which is revealed by Judi Dench and it ends with a speech about how good the NHS is.",/review/rw8970965/?ref_=tt_urv
Allelujah,2 April 2023,vengeance20,5," Not Bad
",Saw this last night (1st April) as it looked like it might be good.,/review/rw8970965/?ref_=tt_urv
Allelujah,25 March 2023,craftwerker,9," Warm, sad and unusual
","This film has lots in its favour, as well as a few unusual quirks.",/review/rw8970965/?ref_=tt_urv
Allelujah,4 April 2023,buttbin,10," Better than any Oscar Nomination
","I have seen some Oscar nominated like. The Banshees of Inisherin and Everything Everywhere All at Once both the biggest load of rubbish I've ever seen. This film was one of the best and yet not as highly rated. A story close to reality that will hit a few points if you have ever had an elderly friend or relation in an old people's home. A great performance by Jennifer Saunders, in fact all the acting was of a high quality. Probably not a film for the young as they are too far from old age to really appreciate this reality check. The ending was unexpected but I imagine it's what has happened in the past. My advice, go and see it if your fed up with all the Oscar winners that are a waste of money going to see.",/review/rw8970965/?ref_=tt_urv
Dominion Prequel to the Exorcist,21 March 2007,FiendishDramaturgy,5," Better Graphics, But They Left Out Half The Plot!
","In all honesty, I have to say that between this work, and the Remy Harlin Exorcist prequel, the story is told, and told well. Unfortunately, you NEED to watch both versions in order to GET the whole story and see effects worth seeing.",/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,18 June 2018,paulclaassen,2," Fascinating at first, then utterly boring.
","I found it fascinating at first, but it then dwindles to a boring talkie with a bit of action now and then. There were no real scares and it wasn't really frightening or disturbing, as we've come to expect from Exorcist movies. The CGI effects were very stocky, especially the animals. The hyenas were so stocky it was like watching a video game. As the film progressed, I related less and less to it, and later, found it very boring.",/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,26 October 2019,deloudelouvain,5," First half okay, but then you get the awful special effects and it's all over.
","I remember the first time I watched The Exorcist (1973) when I was a kid, it scared the hell out of me. By now I rewatched that movie alot of times and it's still a classic in the horror/possession genre. To know what happened before is a good idea for a movie. The first prequel they made, Exorcist The Beginning (2004) wasn't great at all, rather mediocre, and so when I read this version was better I got a bit excited. But the truth is that this movie isn't much better. The first half of the movie is interesting to watch, but as soon as the horror part should begin you immediately spot the awful special effects and horrific CGI's. When you compare a movie from 1973, with decent special effects, with a movie from 2005, or 32 years of advanced technology, then you can only conclude that this isn't good at all. The prequel for one of the best demonic possession movies deserves something better than this.",/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,19 May 2005,jefeparigi,7," Not Amazing, but 100 Times Better than Exorcist: The Beginning
",I just saw this a couple of nights ago at a media screening in New York. There are no spoilers in this review.,/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,29 October 2005,eht5y,7," Unequal to the Oiriginal, but Much Closer in Spirit Than 'Beginning'
","Much has been made of the peculiarly Kafka-esquire journey of 'Dominion': originally in the hands of the late John Frankenheimer, the 'Exorcist' prequel project was turned over to Paul Schrader, director/screenwriter best known for dark, gritty, existential dramas such as 'Taxi Driver,' 'Hardcore,' and 'Auto-Focus.' Schrader delivered a film allegedly close in spirit to the original, but the suits were unsatisfied, feeling that the film they'd been given lacked the necessary frights to please the current audience for horror films. As has been amply explained, the original 'Exorcist' was itself much less a horror film than a psychological drama, spare of excessive fun-house shock value, but the audience has changed--younger, dumber, and trained to expect cheap thrills--and the decision was handed down to re-tool the film to add more special effects and gore. Schrader refused, was fired and replaced by Renny Harlin, who re-shot the film almost entirely with a significantly revised story, several new actors and characters, and a decidedly less cerebral approach. But Schrader's film was already in the can, and horror purists and Exorcist junkies were left to wonder what might have been--if, for once, there might be a sequel/prequel that made genuine efforts to add to a story's mythic tradition rather than merely to exploit its notoriety to sell tickets and popcorn.",/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,31 October 2005,udar55,8," Beats the ""hell"" out of Harlin's version
","I watched DOMINION last night and found it to be excellent. The difference between this film and the Harlin film are like night and day. I love the slow build and the character of Cheche. Schrader delivers a film that not only comments on the balance and choice between good and evil, but also a great statement on colonialism. The only bad part is the choice of Gabriel Mann as Father Francis. Boy, he is awful (""Satan...is...here!""), especially when he is working of Skarsgard.",/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,27 June 2006,ma-cortes,7," Father Merrin arrives in Africa and battling Pazuzu at a buried church in some chilling scenes
","After a massacre by the Gestapo Nazi during WWII , in postwar (1947) a young Father Merrin (Stellan Skarsgard) goes East Africa . Merrin is a parish priest from Holland with archaeological bent , he realized six archaeological digs since the war . He's listed still as a displaced person . There finds a simple Jesuit , father Francis (Gabriel Mann) who studied his works at the Maryknoll center . Francis is quite an admirer of Merrin , he about to begin missionary work in the Turkana district , he thinks may be they could help each other . It's found a dig in right west of Lake Rudolph in the Turkana district a church is early Christian which makes for quite a mystery given its location . A Cardinal is concerned that the exploration of this significance is conducted by a priest which is temporary in sabbatical and with no faith . Architecture church seems to date to the fifth century when the Byzantine empire had adopted Christianity by then but they never got this far south but the stones look new but they should be badly weathered by the wind and sun . Church has representations about battles on the walls and ceiling of angels (Saint Michael) and demons (Satan) . In the location Merrin encounters a Jewish Polish (Clara Bellar) and a British detachment ruled by a nutty Major (Waham) and a sergeant (Ralph Brown) . A little boy is possessed by harmful spirit and father Perrin confronts against the demon Pazuzu and he makes exorcism to save a young boy from dark forces...... ",/review/rw1264879/?ref_=tt_urv
Dominion Prequel to the Exorcist,4 September 2005,PyrolyticCarbon,9," A strong story concentrating on Merrin. Rich characterisation and a more subtle story than the Harlin action adventure.
","Having seen the second made but first to release Exorcist - The Beginning, the Renny Harlin version of the movie, I was very keen to see the original movie which the Studio saw and then scrapped, the Paul Schrader version.",/review/rw1264879/?ref_=tt_urv
